@relation kr-vs-kp

@attribute X1_f1 numeric
@attribute X1_f2 numeric
@attribute X1_f3 numeric
@attribute X1_f4 numeric
@attribute X1_f5 numeric
@attribute X1_f6 numeric
@attribute X1_f7 numeric
@attribute X1_f8 numeric
@attribute X1_f9 numeric
@attribute X1_f10 numeric
@attribute X1_f11 numeric
@attribute X1_f12 numeric
@attribute X1_f13 numeric
@attribute X1_f14 numeric
@attribute X1_f15 numeric
@attribute X1_f16 numeric
@attribute X1_f17 numeric
@attribute X1_f18 numeric
@attribute X1_f19 numeric
@attribute X1_f20 numeric
@attribute X1_f21 numeric
@attribute X1_f22 numeric
@attribute X1_f23 numeric
@attribute X1_f24 numeric
@attribute X1_f25 numeric
@attribute X1_f26 numeric
@attribute X1_f27 numeric
@attribute X1_f28 numeric
@attribute X1_f29 numeric
@attribute X1_f30 numeric
@attribute X1_f31 numeric
@attribute X1_f32 numeric
@attribute X1_f33 numeric
@attribute X1_f34 numeric
@attribute X1_f35 numeric
@attribute X1_f36 numeric
@attribute X2_f1 numeric
@attribute X2_f2 numeric
@attribute X2_f3 numeric
@attribute X2_f4 numeric
@attribute X2_f5 numeric
@attribute X2_f6 numeric
@attribute X2_f7 numeric
@attribute X2_f8 numeric
@attribute X2_f9 numeric
@attribute X2_f10 numeric
@attribute X2_f11 numeric
@attribute X2_f12 numeric
@attribute X2_f13 numeric
@attribute X2_f14 numeric
@attribute X2_f15 numeric
@attribute X2_f16 numeric
@attribute X2_f17 numeric
@attribute X2_f18 numeric
@attribute X2_f19 numeric
@attribute X2_f20 numeric
@attribute X2_f21 numeric
@attribute X2_f22 numeric
@attribute X2_f23 numeric
@attribute X2_f24 numeric
@attribute X2_f25 numeric
@attribute class {-1.0,1.0}

@data
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,14.037315972521755,17.18174917638665,12.226045358851335,12.25232296474182,15.737207805800589,13.480354082427926,14.022449146754168,12.911283081875531,14.76936090607822,12.297195448532236,15.794333983104051,12.7528940509274,14.270870672062138,13.434564334090464,12.82441409051496,15.999178525952582,11.945825914094844,13.050734659888844,13.275380545832787,14.02084460545965,11.64888986310286,17.263153906857543,13.211715241971262,14.641315126459023,14.583560804845234,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,14.709414062823411,16.071502396427547,12.17932755842391,12.798901477944764,14.989734094722984,13.358736110049596,13.012024467452717,12.502171785568851,13.477012035091368,12.773360894709931,16.573356934572573,13.351337193198898,14.11914121149426,13.26302551668824,12.424166472574544,14.823056200831076,12.465914402400047,13.472940156442595,12.655806528355352,14.708361317484211,11.288414493538967,18.227326599837937,13.518743954128864,14.849035986530753,14.123845072715392,1
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,15.2014333246586,17.608952715527497,13.242775529900657,14.39842998146406,17.986340601775048,14.510398418648728,13.872303255562574,12.880472506008696,16.002553802968702,12.95658142504146,16.56641440120672,14.153046638968062,15.40185980601865,14.4303464820254,13.098349733192086,17.06160640102613,12.627443210154407,14.198352478648724,14.833933606662892,15.278469156369962,12.66191223287465,19.377815851141605,15.033511801148776,15.38632989164951,16.28452189600995,-1
1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,12.904740687901448,13.205264521385626,10.322940449205705,11.991166392541482,13.079002675352749,11.909456827662607,11.438644890323658,12.189313564197604,11.779497876654329,11.024517096476004,13.145057854402024,11.373997591671657,11.27408520308025,11.734985909476016,10.85943552036758,13.534889788232974,10.715191492157976,12.153676646400063,10.977323365309172,12.368925227482071,11.292970081987484,15.913297332579765,13.490242518645156,12.202568803259364,12.13836077770558,-1
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,13.568896622749891,13.418885153584531,10.903022201311892,12.159781870848116,14.84394185952168,12.71511508501382,12.55397601728444,12.638810254478829,12.891191577669463,10.691172213240856,13.268505695299226,11.40609454343918,12.875310710318278,11.955383824184445,12.0234873532407,14.359384211390928,10.708163865048483,12.203538905030396,12.574599893961375,13.802769589603084,12.513967456096264,17.01093502953853,13.5623229564816,12.573719761704105,14.953352800900436,1
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,16.646738865221327,17.523059497736323,12.539982391130213,13.83420369979754,17.38707874679383,15.214539062966134,13.281614023981373,13.955656188585367,15.57047228136238,13.74148607850818,16.94717480270609,14.424608959022088,15.026881310065942,14.870875246683733,14.53435782520616,16.493817926327303,14.976964310822712,16.150712304447875,13.673819668182867,15.20716503423277,13.118650282033771,19.000937077252043,14.879664787241342,15.338749614691292,17.29536870719796,1
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,12.658222111175029,12.995200187715485,10.872053028830225,11.36478665611593,12.874825818253244,12.091987235766416,12.370641290346216,11.27780725711454,11.271542485794006,10.978025177900788,14.040706001551442,11.406815593487512,11.859755670792122,11.551701335640184,10.465397886942409,13.60082964059266,10.044313153830492,11.686714047495949,10.186464791619327,12.397697045275397,10.355128722958224,15.238238086449831,13.611238867277882,13.188091038343815,11.030551904129384,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,17.423424567530173,18.008437566437163,13.592090075518584,13.761644772014789,18.84653565660901,16.617249311100696,14.7034113253846,14.672485828427597,17.33060927038605,13.395710478412182,17.523973793065327,15.711918512461912,16.706268989264263,14.829750449650309,15.47599411620624,17.45990855386715,15.270911675333764,17.003322206124444,14.513411249659654,16.963104633572588,14.594372130153724,19.877390534836334,16.08808166719389,16.679328925718725,18.400432446216502,-1
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.366673308782458,12.425965822944043,9.728643322458607,11.097121129457769,11.773465396676713,10.256079376760525,11.01106721696337,10.9788618260719,10.74018636913565,10.12641191820646,12.27771914580683,10.622015361926945,10.1582791630266,11.452977222939154,10.201407003257277,12.107670004619138,10.151492263214768,11.68590066234048,10.017970545280509,11.326853768535344,10.095518912616724,13.98434839178868,11.77235686911484,11.919695195467687,11.96663266003881,-1
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.571349268602637,16.9735444323385,12.116473604797507,12.43952566378181,15.328736047793935,13.840426907814637,13.03648633821492,12.987518308473126,13.8500369937639,13.096560660343457,16.99081496958181,13.397819599193484,14.154808545106576,13.931645020443607,13.355360766279414,14.825362177918086,13.76896536618592,15.052231736692043,13.277915700024291,14.82930837417918,12.037381735697,17.962118371405996,14.069304399612102,14.382742791586285,15.888339717019264,1
1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,13.458977856722218,13.1608808308635,10.884231623227894,12.17797755312878,12.964451826313802,12.013871942291054,12.148284406803432,11.674273330887038,12.041690224850525,11.215389509343533,13.242030101237235,11.23322263275295,11.611066454233304,11.421805334070289,10.596331944896075,13.642756213279569,10.226583303562926,11.796568579092686,11.632385289974795,12.650795314167716,10.371277376812053,15.819217724934466,12.997942026748207,11.445967036769735,12.111119134997896,-1
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.590125881980065,12.348357884028056,10.035948531296471,11.028854056987267,11.919809676780991,10.503131758719332,11.329159519902706,11.12996852267611,10.472023505702744,9.989943084949886,12.167819595077908,10.152223270357798,10.55400413416624,11.054170403603193,10.177846995050343,12.12239769420759,9.86952775538082,11.20152892236599,10.68285521134938,11.490798064529471,9.82172574128774,14.40541156621287,11.312673174084765,11.04220020599886,12.215374509901997,-1
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,12.642724475666752,14.079610692123834,11.589001863758789,12.680037942659558,13.913878110731908,11.974146356692067,12.937524433555591,11.181641213220916,12.554168610961764,10.948738693835622,13.675912092938912,11.92294114337126,12.090661328097324,11.617050491866433,11.260149861263388,14.614984961375564,11.252047044078711,11.430556435905132,11.795313239407877,13.133751598534376,10.642424401514626,16.458101069338483,12.740654207750913,13.429441716449592,12.348591256823491,-1
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,13.676405917705042,15.694472916037643,12.21500945439565,12.390026742955705,15.375555803870151,11.971885219946072,12.753953932550216,11.592961074357891,12.91581915582973,11.522576032724894,15.394928596876817,12.926878431307678,12.90498956530404,13.07890626080027,13.16504754295118,14.632406247866689,12.910722606358735,12.867406949575908,12.58692470450665,14.25451248967,11.758246238642618,15.911026040991327,12.59489364976304,13.184704719271316,15.166623880395871,-1
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,15.138842973558573,17.45496417865853,12.8716546821909,14.046138033737126,17.69075445275747,14.228114311594885,13.383576192369246,12.79508410132021,15.81565176840044,12.946426550905306,16.262496709925205,14.103405158993938,15.029534069130126,14.266357933638613,12.850660714133744,16.692041739131444,12.515988007151412,14.137584410903909,14.60209840858168,14.919727973254798,12.62795673689326,18.91364711625755,14.635839239295803,15.21766345646896,16.12489438427096,-1
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.72677390218789,13.28096003156261,10.686651948628196,11.881477528462549,12.335937381698438,10.609329515749048,11.824548325215558,10.967867339027784,11.424417657941577,11.249979936634809,13.769423638781095,11.842514320937374,11.179549845091598,12.357030501365784,10.491673157210904,12.314903012151692,10.277237231495278,11.539822750332888,11.353007642380035,12.237705354942127,10.251013341011213,14.602287539054842,12.637606216133102,12.067522440540406,12.42058154571635,-1
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,15.215560331362004,15.380464424064,11.695493988801536,12.829328581501374,15.591784407364797,14.024023836118548,12.66147911814649,12.933071702476235,14.50056881474222,12.473370267097025,15.176551182958422,13.320651856631493,13.339321864460954,13.777586914326516,12.180743779838076,14.776319051954154,12.495087571048511,14.65114766962128,13.312938154246604,14.715417611964584,11.5897376581205,18.27527555722031,13.385820652303655,13.48532384076995,14.549645564849898,-1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,16.02987301442252,16.95511614241323,13.085066207626577,13.026668832700963,17.361883753734077,15.673760280344746,13.933161152626864,13.717018484130048,16.20874166446428,12.341505200659588,15.846602905373455,14.689073107634108,15.73697470219735,14.431878371859018,15.56793109900681,17.05696299308964,13.626790056117308,15.412787854320424,13.212227671254754,14.9951775365492,14.398140327519275,18.946626498051444,14.228326842909468,16.024344968351212,16.870367452243677,-1
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.791951698029502,16.77859660837582,13.591997667383046,14.53014934337625,17.768398620486277,15.378129265108752,14.552050646159786,13.150151768831268,15.433211152011571,13.567330806376134,17.063053351213775,14.15613768051236,14.701770746914825,14.318361744457611,14.359047833971555,16.936382233388816,13.49407030982721,14.77722538586882,14.587575149118658,16.475106082777156,13.52498311170806,20.23354829660214,15.188473126982398,16.604706646510014,16.54957370313666,1
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.033230302194232,13.660471362212382,10.59896450590767,10.81934884979262,12.841292278209782,11.928824588376765,11.64332767451705,11.983435383874609,12.218170447429127,11.591586507671646,14.210323961096128,11.776018915009256,12.461000635958497,12.748537015784065,11.624420814702876,13.359108845677964,11.278765673200589,12.57384882497158,11.570251746318718,12.300417074018815,10.215610046965132,15.442706712138689,12.681259607161712,12.306520831810376,13.332814317340365,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,14.195140508278389,16.84494445166138,11.051228264571863,11.558830342496274,14.556239059499156,13.377036392310828,13.307770598408723,13.158548457128822,14.391565929513677,12.62950957127398,16.78623742840368,12.652062452663262,14.348434486114932,13.758019330053742,13.292512625735428,14.863025104298,12.132519048867833,13.997763839384218,13.286339439938926,14.606044057987704,11.208641720005067,17.979204468506612,13.495752306615142,15.001252666177043,14.99140124449026,1
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,15.181358967143286,15.978444414817668,12.317413245552498,13.376552159387517,16.458479648578486,13.90181378473312,13.462274101409111,14.282469696320128,15.367978895827148,12.884107913921811,16.260203393256425,13.68008654218809,14.210554536563226,14.190235619128153,14.232396709152855,15.835171331198415,13.553063589514634,15.184413278247003,13.666647711081552,13.94161222484145,13.862318056966185,17.558021867676967,15.558834124664635,14.925624139191436,17.68539464909346,1
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,14.226785840604313,15.091754109568283,11.965580460210774,12.664242143885566,14.569020448358437,13.6005699360333,12.610555616417011,12.002900042273378,12.669071842348494,12.284285959427471,15.663752634370349,13.289828522609335,13.191072836965748,14.235635125639192,12.493764055473855,14.108932383495274,12.05821277011831,13.818092339851784,12.898877428524695,14.239252798496253,10.909772610824112,17.71151666071685,13.629491584297012,13.372963465887423,13.859558605253287,-1
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.643673422209812,12.772871203385955,9.435215225340524,10.226947495578536,11.394582648904704,10.684028665060838,9.94411233229477,10.17282689503183,10.849175710274796,10.401055458994511,13.11962451584936,11.193288750043983,11.115986565128042,11.26212513251585,10.234583466547576,11.349985846086511,9.913930510463407,11.593963032055656,10.950947344066543,12.454563017901696,9.415934357654232,15.834336581748868,10.556833156102188,11.346071606405603,11.39056999041955,-1
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,17.07774118947925,17.408036348377628,13.442462384043724,15.051935530443806,18.164242588726868,16.024709673465278,14.862451223292927,14.711316408095731,15.936881699587184,13.732799711259965,17.98347163921767,14.811391745251129,15.301609863944286,15.20611896321864,14.599542918716418,17.39392334385389,13.821152035312045,15.499272977724306,14.868823268190182,16.42128948228341,14.529555656193272,20.47284026873186,16.105763978458874,16.407351943364787,17.31987202901832,1
