X1_f1,X1_f2,X1_f3,X1_f4,X1_f5,X1_f6,X1_f7,X1_f8,X1_f9,X1_f10,X1_f11,X1_f12,X1_f13,X1_f14,X1_f15,X1_f16,X1_f17,X1_f18,X1_f19,X1_f20,X1_f21,X1_f22,X1_f23,X1_f24,X1_f25,X1_f26,X1_f27,X1_f28,X1_f29,X1_f30,X1_f31,X1_f32,X1_f33,X1_f34,X1_f35,X1_f36,X1_f37,X1_f38,X1_f39,X1_f40,X1_f41,X1_f42,X1_f43,X1_f44,X1_f45,X1_f46,X1_f47,X1_f48,X1_f49,X1_f50,X1_f51,X1_f52,X1_f53,X1_f54,X1_f55,X1_f56,X1_f57,X1_f58,X1_f59,X2_f1,X2_f2,X2_f3,X2_f4,X2_f5,X2_f6,X2_f7,X2_f8,X2_f9,X2_f10,X2_f11,X2_f12,X2_f13,X2_f14,X2_f15,X2_f16,X2_f17,X2_f18,X2_f19,X2_f20,X2_f21,X2_f22,X2_f23,X2_f24,X2_f25,X2_f26,X2_f27,X2_f28,X2_f29,X2_f30,X2_f31,X2_f32,X2_f33,X2_f34,X2_f35,X2_f36,X2_f37,X2_f38,X2_f39,X2_f40,X2_f41,label,perm_1,perm_2,perm_3,perm_4,perm_5,perm_6,perm_7,perm_8,perm_9,perm_10
0.0,1.0,0.0,0.0,0.117647,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.107143,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.814539337297554,5.842198446156822,6.929978951220349,4.705408625521027,6.6466970836535575,7.441329747627217,4.917096362498725,6.9088062466724995,6.227078380328579,5.6663758611951245,8.315115774840041,4.374742438055779,6.624769657119007,4.323781992167566,7.656115233329729,5.115518938817204,6.132145446896725,6.42885613932418,5.081691609969817,4.918615686596471,6.602463451253251,6.529612355396878,4.788889267246167,4.997364769168403,5.720085943400176,5.992440913773262,6.66224620228551,6.47289867911729,5.53516359366269,7.528500685758282,6.983715739479949,6.895540880520926,5.032164416427208,6.215236011818889,6.772625157385909,7.4047930482958515,5.064527936221201,6.299177839061686,6.767859247165767,7.756876438985512,7.13531090685788,1.0,99.0,63.0,516.0,801.0,936.0,484.0,646.0,838.0,214.0,720.0
1.0,0.0,0.0,0.0,0.647059,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.223286,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.089286,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.288237608361731,7.897446190275743,8.521880771224346,5.984524252498309,7.347667150990603,8.812123906054975,5.197096040637447,5.323438004796817,6.476956768991417,6.244138634226847,10.247582042526203,5.796483636507081,7.7657578865011985,4.0057820517002956,8.004567240077167,6.709252614546762,6.774983248090806,5.969378692441651,7.215219466550403,5.740922656571933,8.331675347305563,6.108092292366367,5.037661847979934,5.3029218718925755,6.801111378202246,6.279884554186356,8.177563557257214,6.276596883115076,5.697416538485454,7.794009884378837,7.351038738763743,8.468752517792932,5.45068157132279,6.105422830583485,7.22880293873206,7.214904728962778,5.511497717278727,7.202582869680879,7.279132181113329,7.770224596387997,8.927880107258545,1.0,753.0,669.0,899.0,768.0,626.0,877.0,584.0,911.0,629.0,618.0
0.0,1.0,0.0,0.0,0.117647,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072466,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.053571,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.151429407657529,5.478867618088329,6.77972112965912,6.20964195592502,6.780422459658248,7.348612556183534,5.73947449136577,6.528038474734245,7.044640202108248,6.497822360878536,7.9504833847405765,5.066552743954365,5.881265600513112,5.8549147079586845,7.321038079577129,5.880266354133283,6.404445410297304,7.181765788074269,4.912170870186147,4.824353612773266,5.82479341209569,7.536890747174231,5.482636692508659,6.158897244682346,5.1248730272446394,5.865918986419223,7.247851068235795,6.9765919555701545,5.174101313405699,7.6300128544463925,7.271611800383294,4.792969288627885,5.46591904901781,6.150974605736496,5.426495630447867,7.2259440244196425,4.27033478227796,6.451500445759825,5.90291361207873,7.834822704994548,7.721002421274473,-1.0,838.0,795.0,491.0,624.0,498.0,123.0,572.0,639.0,927.0,231.0
1.0,0.0,0.0,0.0,0.294118,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.732143,0.0,0.0,1.0,0.0,1.0,0.0,0.333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.158068002495577,8.235156016551219,5.917453474829686,7.166859687746394,8.165819123781837,8.393137997926821,7.091474172109707,5.999504197146744,6.612653024420454,7.069105531759548,9.388591860892443,5.9195864345204985,7.624005703519581,5.137478078209927,8.735506225519845,7.573096315914201,7.079350151559029,7.597501426192508,5.905568834643621,8.18341540196527,9.208877231247264,7.266950338507999,6.306505886568064,5.860324143560675,7.087034833711601,6.913584923465412,8.044443067416404,6.8589032637404985,7.113014524978565,8.863612678437692,5.981895754413417,8.271336228597322,6.698537886643406,6.716669031674479,6.39150327432009,8.315701542067512,8.048318996493732,7.20378820687045,6.501993994538506,7.806587071127372,7.339527081126772,1.0,285.0,995.0,841.0,125.0,418.0,111.0,734.0,736.0,309.0,925.0
1.0,0.0,0.0,0.0,0.161765,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.160714,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.595235646164301,6.963788917477607,6.947318150001873,4.948912768536642,7.850456950459695,8.061460626001587,5.186464654553791,5.7718847381224485,5.473617517140156,5.876261676054501,9.412159125606438,5.518442660981537,7.9277359965820295,4.328810379257468,8.342710138765364,6.376623194078991,6.249415642001785,7.007371433594766,5.868183728815067,6.0042460430691165,7.2432640075025745,6.513925582958384,5.987284143580807,4.663469229465243,6.472149079170138,5.763939940540238,6.967432738293708,5.6769279408214794,5.5045576117718245,7.1740833463020195,6.8122531208507215,6.69188727544209,5.245902762042165,5.938642876149915,6.492300694724027,8.109984331244489,5.673283182701941,6.877372041113892,7.401921633750405,7.277734724093878,7.581270351272686,-1.0,25.0,663.0,567.0,457.0,449.0,244.0,54.0,982.0,779.0,958.0
1.0,0.0,0.0,0.0,0.294118,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056784,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.333333,0.0,0.0,1.0,0.0,0.232143,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.751336629518787,7.608694869326282,7.122325399639836,6.236708856272852,6.332350392580183,8.28494533172164,4.181563029406945,6.126789031185252,7.281865754106388,6.739622410035709,8.90519664008013,6.478441554881023,5.896155821467613,6.710484514939117,7.394138597023065,6.675582287004947,7.159364041624156,6.752058029343454,5.5395922536749485,5.298629117870177,7.819529070163041,7.76199422724277,6.657974085097933,5.82291196254538,5.164815517807193,5.519396740378167,7.691817130483884,6.379534736806753,5.633094551703228,7.940131727935444,6.525586052763099,6.490804652134127,5.697431456456918,5.822958487836054,6.639572006728322,8.095112997138173,5.846235199204939,6.276242190471514,6.234483239219761,6.986955756549529,7.58414772632321,1.0,761.0,376.0,682.0,780.0,102.0,910.0,107.0,190.0,876.0,12.0
0.0,0.0,0.0,1.0,0.294118,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119621,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.607143,0.0,0.0,1.0,0.0,1.0,0.0,0.333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.237426095445448,7.981813271859635,7.176468209912333,9.31336152982516,7.329446472076215,9.313072002203766,7.18898179322487,6.010193166989635,7.871253925608061,6.11539621147641,9.480009955569146,6.385019192787003,7.460207311319477,5.793121065920776,7.079564090480009,7.222470028907432,7.594679684823896,6.551959245521184,5.0311808508647955,8.088254034119148,9.148489946439515,6.65699245287188,6.2074043200687585,6.674368891767451,6.511319628545771,8.770034536958796,7.336804637997311,7.8577584179412,7.846258515957603,8.158160406701526,5.967111629795188,7.870713151265324,6.000060045879545,6.489581808479617,6.077684565249813,9.429153927188041,6.5962139686332995,6.425877668225785,6.935502839372468,7.684998265176269,8.888605595583881,-1.0,709.0,208.0,540.0,357.0,709.0,671.0,641.0,462.0,962.0,160.0
1.0,0.0,0.0,0.0,0.382353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.430395,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.666667,0.0,0.0,1.0,0.0,0.107143,1.0,0.0,0.0,0.0,1.0,0.0,0.666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.679694240875792,6.3280632023658665,7.130519532593782,6.226070253932518,6.139389905745073,8.71660096581065,6.964472848492024,6.233537255765661,5.98010406462491,6.462788245113174,8.848697788213828,5.9023441131542285,7.639519699261594,5.998842141755846,7.861618006489872,5.405984957523651,6.210229411435777,6.134096118202407,7.914608891280737,6.932043703759522,8.441433325658936,7.355486427406217,5.520948021079627,5.618512792434467,4.004755280072759,5.931318089040978,8.057019046413775,5.74645277761389,6.397554295910971,8.467858608181814,7.469215080188139,8.655539571261606,7.214095315919836,4.413528327292139,6.5436258736082475,6.610418627891343,6.124467414973902,7.4656919892504465,5.813555433924705,8.136579346603463,7.067970374396403,-1.0,967.0,100.0,938.0,829.0,40.0,154.0,9.0,8.0,680.0,904.0
0.0,1.0,0.0,0.0,0.294118,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.678387,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.333333,0.0,0.0,0.0,1.0,0.446429,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.202653227852235,7.153595179482707,8.601474466701934,7.4012100125154205,6.0619057712109825,8.606289914419031,6.239302500716702,6.279175668538604,8.90022536335767,7.635634004257613,9.61282152516873,5.311759870258473,6.603416356855728,6.696306649800539,8.10336038496585,6.921689156531663,8.941499135210462,7.707943013193948,7.208671321925076,5.935470101104962,7.993588203068144,8.095835835136434,6.331554715699474,6.778850131069463,7.543056855859368,7.9326041998831025,8.969808318624692,7.723837023529607,6.73255685309248,9.378639098056922,8.150129008961372,6.5637638016077515,5.859383948292687,7.434498335016187,6.603688554421022,8.93192725281822,5.731350573295844,7.267659591973846,6.903492373555095,9.154758615656174,9.06011229393618,1.0,869.0,843.0,276.0,652.0,169.0,189.0,546.0,392.0,595.0,401.0
0.0,0.0,0.0,1.0,0.294118,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174975,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.666667,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.333333,0.0,0.0,1.0,0.0,0.214286,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,9.003381611100822,7.0471455962925384,8.413541588833858,9.841166364186233,6.716208279513032,7.922656322292703,6.741276087166191,7.06276883043026,9.002014382074409,5.969889609555705,8.304854135401534,5.915118066714653,8.284707656484327,7.838237288321086,7.70761629508472,6.918726483290667,7.750797993865205,8.1836542201823,6.052654855558659,7.311139289271639,7.909853496117975,7.841624233566022,7.1547995651724445,6.302556231413157,5.464608010905043,8.528905509516406,8.0921606041593,7.722577249661447,7.3320988708435335,8.716892312067676,8.341411965729307,6.806388561557378,5.183568039404116,6.041205502160178,7.853705127556625,9.166421210817141,7.41089871620847,6.947518999808899,6.2287029618436,8.23125520718318,9.090290760629612,-1.0,843.0,846.0,335.0,569.0,170.0,721.0,490.0,4.0,622.0,724.0
