X1_f1,X1_f2,X1_f3,X1_f4,X1_f5,X1_f6,X1_f7,X1_f8,X1_f9,X1_f10,X1_f11,X1_f12,X1_f13,X1_f14,X1_f15,X1_f16,X1_f17,X1_f18,X1_f19,X1_f20,X1_f21,X1_f22,X1_f23,X1_f24,X1_f25,X1_f26,X1_f27,X1_f28,X1_f29,X1_f30,X1_f31,X1_f32,X1_f33,X1_f34,X1_f35,X1_f36,X2_f1,X2_f2,X2_f3,X2_f4,X2_f5,X2_f6,X2_f7,X2_f8,X2_f9,X2_f10,X2_f11,X2_f12,X2_f13,X2_f14,X2_f15,X2_f16,X2_f17,X2_f18,X2_f19,X2_f20,X2_f21,X2_f22,X2_f23,X2_f24,X2_f25,label,perm_1,perm_2,perm_3,perm_4,perm_5,perm_6,perm_7,perm_8,perm_9,perm_10
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15.315566912389183,15.228345492481703,12.32446386709018,13.595060845926406,15.228788522435405,13.461020872640676,13.217167802190657,12.343005875165659,12.804991698285145,12.07637169350118,15.716125172827706,13.8525932490668,13.007042081871848,14.127236181539129,13.901461857907194,14.993875590790191,13.056974027413883,13.40533397508836,12.372446446732324,15.600177721766906,12.74444201199673,18.227013513434528,13.927867913055655,14.663064519916418,14.949977473772881,-1.0,1854.0,2293.0,2784.0,2759.0,852.0,1907.0,2317.0,735.0,2467.0,1520.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,14.603374575218439,15.481365006212519,11.742529643037397,12.679775645804968,15.722276119233744,13.933599316062121,12.972307828194262,13.142599163645604,14.111340004390172,12.477767123145927,14.997951538285502,13.502889524052785,13.74219544514298,13.623906849320544,12.717474937577986,15.028065354979464,12.607595477291184,13.745166416366786,12.629249982123468,14.39638742929481,12.603756264361776,17.47584593217812,14.673333648752655,14.221358768824583,14.579049259324252,-1.0,1989.0,2104.0,250.0,925.0,1187.0,1175.0,2372.0,1980.0,638.0,1273.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,14.243208443811767,15.172067310865998,11.414170513909735,12.671740531466996,15.165423790287571,13.019437729721918,12.602990702716035,12.816372749971338,13.91247785979996,11.873582059101134,14.227595251956917,13.487367233099235,13.449374801206476,13.023882336297884,11.720705356269079,14.716005741175243,12.20701175246332,12.911960937717831,12.549601197035296,13.959099050681623,11.876230780389982,16.62650978845171,13.937177280394424,13.230504152086814,13.981466457102512,-1.0,960.0,683.0,3141.0,1791.0,317.0,3076.0,878.0,2303.0,2325.0,2242.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,13.662721633755496,14.515658240656625,11.398568552612222,12.159002912986887,14.218288175722483,12.407471144481761,12.584610856964666,11.940452688895673,13.12719647594505,11.866625254909719,14.155249776675955,12.921780486786203,12.858253707484238,12.576556206513185,11.309106742438537,13.801015299443977,11.423838597525716,12.442117375719329,12.058724177404851,13.56339265441797,11.279455369245738,15.937815917939965,13.422693868806741,13.1018198760166,13.09242096024113,-1.0,2284.0,800.0,2084.0,1839.0,851.0,1369.0,2282.0,2858.0,2973.0,1964.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,13.41503320269912,14.320620248890515,11.265564604401375,12.620056091835732,14.722151921868834,12.09594927029936,12.204268028768883,11.947426230030496,13.226921475818052,11.208791248941045,13.361829558505455,13.02417489390386,12.588293279082933,12.517062825034358,11.710790643496875,14.512342075795642,12.097554718410866,12.03000335445824,12.076443303594944,13.935919478255972,11.413416849623065,16.283908235442702,13.177181488016076,13.063936590277772,13.760583000202685,-1.0,2155.0,1401.0,986.0,2562.0,1409.0,1529.0,1959.0,1863.0,2160.0,567.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,14.549909999723607,15.94085283502009,12.480188744203847,12.832187977038217,16.199939994692986,13.487854089537008,12.76097048592893,11.541883390180248,13.618235509430885,12.004550205998552,15.133639787030154,13.865870098842349,13.85412729457051,13.940636947841966,13.785764578003175,15.429052890518458,12.733446626606334,13.149391958900752,12.208300113237538,15.388889321644273,12.543793807477087,18.06068143218071,13.6219988424349,15.005921544210068,14.684791417892498,-1.0,2625.0,1912.0,464.0,1196.0,838.0,1705.0,2589.0,1483.0,1054.0,418.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,15.017919109429585,16.48300220164905,12.300435524584547,12.87583730233151,16.086359534165553,13.497180962619362,12.790376034397855,12.084603496446825,14.104929748822581,12.065155952113846,15.22904919415303,14.313540147084174,14.42238817275755,13.847431946082832,12.798909709466471,15.320656942093837,12.442319935830923,13.19814406351139,12.601809221589717,14.97478051545674,12.27908225427221,17.55394684146331,13.645838266455018,14.181634489281342,14.308092072570584,-1.0,293.0,2544.0,969.0,3002.0,2530.0,2922.0,2383.0,1569.0,740.0,2990.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,14.427037440004431,15.062436442837038,12.166445590058654,12.789552105994398,15.20537647994976,12.598979453230815,12.65426854336355,11.358181448428205,12.651068289169682,11.49827149653088,15.115946906301618,13.49234507807271,13.00176379575419,13.874248525554773,13.604746336145293,14.767939893872665,12.167898163101107,12.519638405498144,11.525513319238268,14.916186752461224,12.48877701005114,17.268677980789672,13.264810489945345,14.513315003185589,14.345160790012951,-1.0,2345.0,1022.0,1676.0,696.0,57.0,2434.0,1377.0,695.0,2598.0,1122.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,13.714845102833689,15.315455956567854,11.58451136600587,11.87426690587296,15.698864076748098,13.07155789665226,12.409408569367155,12.157774736908152,13.95741659527471,11.899666926175627,14.397773271759414,13.142641353058695,13.736917159025323,13.370919193336189,12.420759415816086,14.802129658061938,11.718519612978408,12.85947084677657,11.782316854629414,13.712396459989128,12.348091262416185,16.51751039953326,14.010276225642345,14.071609252093754,13.974232575564322,-1.0,3129.0,1182.0,310.0,1635.0,3103.0,2963.0,2036.0,2818.0,2853.0,931.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,13.354678971427017,15.006158261221334,11.256152236878208,11.866231791534988,15.142011747801925,12.157396310312057,12.040091443888928,11.831548323233886,13.758554450684498,11.295481862130833,13.627416985430829,13.127119062105145,13.444096515088818,12.770894680313528,11.423989834507179,14.490070044257717,11.317935888150544,12.026265368127616,11.702668069541241,13.27510808137594,11.62056577844439,15.668174255806854,13.274119857284115,13.080754635355985,13.376649773342582,-1.0,1604.0,2588.0,1281.0,1134.0,2581.0,1089.0,2636.0,2326.0,2280.0,1885.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.774192161370745,14.349749191011961,11.240550275580697,11.353494173054877,14.194876133236837,11.5454297250719,12.021711598137559,10.95562826215822,12.973273066829588,11.288525057939419,13.555071510149867,12.561532315792112,12.85297542136658,12.323568550528833,11.012391220676637,13.57507960252645,10.53476273321294,11.556421806129114,11.211791049910797,12.879401685112288,11.023790367300148,14.979480385295107,12.759636445696431,12.952070359285772,12.4876042764812,-1.0,286.0,319.0,1024.0,1838.0,2685.0,791.0,2322.0,1417.0,643.0,1698.0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.526503730314369,14.15471119924585,11.10754632736985,11.814547351903723,14.698739879383188,11.2339078508895,11.641368769941776,10.962601803293044,13.07299806670259,10.630691051970745,12.761651291979367,12.66392672290977,12.583014992965275,12.264075169050003,11.414075121734975,14.286406378878116,11.20847885409809,11.144307784868024,11.22951017610089,13.25192850895029,11.157751847677474,15.325572702797846,12.514124064905767,12.914187073546943,13.155766316442755,-1.0,1964.0,3135.0,80.0,1642.0,2226.0,1822.0,3038.0,2364.0,344.0,2832.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,16.329205064321037,17.112197483509206,13.157933778453494,14.041673104328424,16.962210054614946,15.555668075423272,14.211319481896517,13.48104274154703,14.644617337096513,13.257596087265096,16.903501438289222,14.738952089005938,15.092812839700237,14.864432663476634,14.34008383159562,16.22821691471027,13.84343472797456,14.977813179495378,13.760226332253156,16.454801046490772,13.296228236170986,19.825787252718634,15.442724619776532,15.49090505793049,15.670119070291245,-1.0,1226.0,1920.0,1669.0,2151.0,1036.0,1410.0,2548.0,2365.0,2146.0,2761.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,15.969038932914366,16.802899788162684,12.829574649325831,14.033637989990453,16.405357725668775,14.641506489083069,13.84200235641829,13.154816327872764,14.4457551925063,12.653411023220302,16.133145151960633,14.723429798052388,14.799992195763732,14.264408150453974,13.343314250286713,15.91615730090605,13.442851003146696,14.144607700846423,13.680577547164983,16.017512667877583,12.568702752199192,18.976451108992226,14.706568251418302,14.500050441192721,15.072536268069504,-1.0,1920.0,649.0,724.0,1658.0,2410.0,264.0,1812.0,384.0,2227.0,2321.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,15.388552122858094,16.146490717953313,12.813972688028318,13.520900371510342,15.458222111103685,14.029539903842911,13.82362251066692,12.278896266797098,13.66047380865139,12.646454219028888,16.06079967667967,14.157843051739356,14.208871102041492,13.817082020669275,12.931715636456172,15.001166859174784,12.659677848209089,13.674764138847921,13.18970052753454,15.62180627161393,11.971927341054947,18.287757238480477,14.192084839830619,14.371366165122508,14.183490771208122,-1.0,1823.0,2720.0,2514.0,231.0,2441.0,3087.0,1562.0,2263.0,251.0,2972.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,16.20633250460186,16.233781091326154,12.844190624308297,13.999037233284605,15.967646539871716,14.666793439117082,14.104617539331135,13.297340799794988,13.677450116835308,12.751317377797424,16.885808557560686,14.365427068236299,14.240449340883917,14.79804424118944,14.159065589737736,15.567103918064477,13.277886264469334,14.34805962609277,13.077439538253886,15.982098477307721,13.241211438745038,19.033783801327594,15.085536267286974,14.998298516906011,15.330488442411697,-1.0,2171.0,1585.0,2582.0,1769.0,2976.0,801.0,24.0,338.0,2638.0,749.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15.378157263489214,15.382334029350671,12.695584714799939,13.94735279365334,15.524374671452978,13.743304979694523,13.705894865383984,12.428394279854146,12.991893732853402,12.086526567637335,16.02004286410922,13.902234729040924,13.379367818760374,14.291224729925915,14.149150876965535,15.363440252684878,13.16842923041688,13.466102042833178,12.604281644813534,15.95891890488207,12.77839750797812,18.691182248318587,14.325540474908626,14.831730955096969,15.109604985511867,-1.0,2234.0,2327.0,927.0,416.0,2889.0,778.0,284.0,2955.0,1346.0,511.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,14.66596492631847,15.635353543081486,12.113650490747155,13.032067593531904,16.01786226825132,14.215883423115969,13.461034891387593,13.227987568334093,14.29824203895843,12.487921997282083,15.30186922956702,13.552531004026909,14.114521182031506,13.78789539770733,12.965163956636328,15.397630016874151,12.719050680294181,13.805934484111603,12.861085180204679,14.755128612409978,12.637711760343167,17.94001466706218,15.07100621060563,14.390025204005134,14.738676771063238,-1.0,947.0,187.0,2129.0,805.0,2335.0,3181.0,643.0,1835.0,1875.0,1606.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15.440675591936285,16.94628843386454,12.999915501421967,13.236164364396416,16.9387980121293,14.69362665601341,13.64842022306941,12.496218314809578,14.49069392798105,12.679495890294795,16.303323171763132,14.378703918011848,15.087534553582579,14.611445007492279,14.04336830983372,16.002281217792746,12.954358863661785,14.092117609905161,12.913293204759102,15.770810077185088,13.040563234225395,18.867451720073774,14.779667196666223,15.341155541199662,15.065302386531314,-1.0,2913.0,2573.0,1699.0,956.0,1993.0,781.0,2102.0,2981.0,453.0,1593.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,15.080509460529614,16.63699073851802,12.671556372294305,13.228129250058444,16.38194568318313,13.779465069673208,13.279103097591182,12.169991901135312,14.291831783390839,12.075310826250002,15.532966885434547,14.363181627058298,14.794713909646074,14.011420494469618,13.046598728524813,15.690221603988524,12.55377513883392,13.258912131256206,12.833644419670929,15.3335216985719,12.313037750253601,18.018115576347366,14.043510828307992,14.350300924461893,14.467719584309574,-1.0,1076.0,778.0,2554.0,1116.0,3084.0,1640.0,126.0,779.0,2813.0,1056.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,14.500022650473342,15.980581668308647,12.655954410996792,12.715391631578333,15.43481006861804,13.16749848443305,13.260723251839813,11.294071840059644,13.506550399535929,12.068354022058587,15.460621410153585,13.797594880745265,14.203592815923834,13.564094364684923,12.635000114694272,14.775231162257258,11.770601983896313,12.789068569257704,12.342767400040486,14.937815302308248,11.716262339109358,17.32942170583562,13.529027416720309,14.221616648391679,13.578674087448192,-1.0,1418.0,2055.0,2711.0,1419.0,3089.0,1031.0,2116.0,252.0,1962.0,624.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,13.77743545393372,15.469444493436821,11.955632213715628,12.226558853599895,15.994450225765675,13.353842003706108,12.898135632560486,12.243163141596641,14.144318629842967,11.909821800311782,14.701690963040932,13.192282833032818,14.109242895913848,13.534907741722979,12.668448434874428,15.171694319956625,11.829974815981405,12.920238914521388,12.014152052710624,14.071137643104295,12.382046758397577,16.98167913441732,14.40794878749532,14.240275687274305,14.133860087303308,-1.0,116.0,2577.0,442.0,3126.0,331.0,184.0,707.0,1209.0,716.0,2203.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,16.496348154366732,18.065181924856205,13.508800705504031,14.671070477490153,17.7116571286644,15.843890002251268,14.756834056644374,13.977614471120804,15.291764322975796,13.866952591231291,17.85905983111256,14.818594598148007,15.663644141066865,14.953825472779783,14.406677338825451,17.213801185804716,14.046137776623981,15.220025331292748,14.440734825179721,16.60987570886279,13.382295111352288,20.71702293004404,16.011455731927303,16.470637199405758,15.874025070917225,-1.0,1718.0,2583.0,535.0,472.0,2409.0,1359.0,2537.0,2285.0,1127.0,1202.0
