@relation australian_perm1

@attribute 0 numeric
@attribute 0.582707 numeric
@attribute 0.232143 numeric
@attribute 1 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0.220702 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0.223881 numeric
@attribute 1 numeric
@attribute 1 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0 numeric
@attribute 0.11202 numeric
@attribute 4.509609721322975 numeric
@attribute 4.594875232140601 numeric
@attribute 2.8419490030321106 numeric
@attribute 4.245720482527522 numeric
@attribute 4.779034358535528 numeric
@attribute 3.2298593968724014 numeric
@attribute 3.374098688584182 numeric
@attribute 4.0373559040143245 numeric
@attribute 5.180791290700952 numeric
@attribute 2.6227196388057954 numeric
@attribute 3.001474844796095 numeric
@attribute 4.389670802974521 numeric
@attribute 4.132990705187924 numeric
@attribute 2.4352027348206624 numeric
@attribute 3.1994969266952276 numeric
@attribute 4.771437258076663 numeric
@attribute 3.392686090493841 numeric
@attribute 3.167066038202273 numeric
@attribute 1.9161035648071325 numeric
@attribute 3.6631242694814334 numeric
@attribute 3.3624641213897006 numeric
@attribute 2.800844185822313 numeric
@attribute 3.914998471890372 numeric
@attribute 4.210926189288043 numeric
@attribute 4.336455234098187 numeric
@attribute 2.8220819147752656 numeric
@attribute 3.350036615869245 numeric
@attribute 4.327887573260032 numeric
@attribute 3.682273658800625 numeric
@attribute class {0,1}

@data
0,0.382256,0.058036,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.052632,0,0,0.149254,1,1,0,0,0.093,0.047,4.208911598875784,3.9295704567410294,3.0106516596547994,3.892759093758443,4.404374095021203,2.918617309802403,3.939151690802242,3.0119114102811606,4.413950553444217,2.633453978049941,3.0793854259504907,4.086540759851701,4.2905512479543315,2.429170389845501,3.3915709216807874,4.234464174186584,2.8550538980251488,2.738273352687047,1.521392185737349,3.6726865280888705,3.1746960552185253,2.688984544566298,3.102058498245262,3.506095175759533,4.081396396902284,3.028751301452806,3.626123664209098,4.403795775528649,3.0583568280159086,0
1,0.244361,0.188929,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.078947,0,0,0.074627,0,1,0,0,0.0495,0.005,3.227323440457749,4.643939068879334,2.4102919143394885,4.170736996300705,4.8328808496820805,3.1368646471363397,3.458634792583207,4.402812848230057,3.5805637863169473,2.1999932892875234,2.87541887957808,3.134970586218434,2.9952745143838784,2.9396090504352674,3.160852420080276,4.683280967559168,1.8039565798106976,3.436907693266684,3.4173541082656667,3.258407056518199,3.260056096427006,3.151307616969085,4.459440213545083,2.706053604896372,2.7768042543245257,2.62394633254246,3.395451559884941,3.602177288488757,3.3411940283807953,0
0,0.194286,0.096786,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.184211,0,0,0.014925,1,1,0,0,0.1055,0,4.515136048627645,4.465564231989833,3.9530814187186887,4.35032996088738,2.546583444740955,3.427319449633134,3.8776281528864884,2.7896907295268307,4.110127154223474,3.90677232735907,3.1127765944551946,3.2286177839174024,3.819403676534978,2.815854512821063,3.173939201199622,2.687801065623158,4.194472709151844,2.308581499104216,3.037294961788629,1.926822176599571,4.095146960654148,2.9874013587231794,2.8772209797408674,5.007573108396116,3.6810646083581635,2.571025763283841,3.587104365789453,4.542351465108417,2.588629572165554,0
0,0.209323,0.071429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.035088,0,0,0.059701,1,1,0,0,0.07,0.07544,4.990477107309953,4.119181459554157,2.4104765088814273,4.649117728781024,3.144242593410545,2.7273962733676647,2.5919647209499903,2.8215912675133983,4.062998259471416,2.46193916954335,2.5950202416035975,3.384478355525201,4.305792070358903,2.7158093836952153,4.171848525079446,4.2927154739974025,3.31216710595541,2.848209338683329,2.319328467632314,3.7355617694286614,3.2135989706846146,2.9736023117802164,3.6172191490715746,4.7994088804532185,3.7419623736016687,2.692233636241674,3.4650965714673503,3.6161283862779183,3.1335539459423067,0
0,0.617744,0.553571,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.298507,1,1,0,0,0.076,0.0013,3.951901486375745,4.679187217014971,3.010432724375272,4.538436300057155,4.737760719112646,3.395515301472004,3.5683983172685965,4.6213661640146615,4.930163629220582,3.1515429128776895,2.6402584674544096,3.410365600699903,3.688065567547792,3.8041679838773983,3.4484092162815947,4.633167118026275,1.7231662449908953,3.7566437344982964,3.4014298958381293,4.030186881984028,3.683065956517066,4.053040938717426,3.9525903579855326,4.933557422655984,4.448273041446604,2.9385189313186895,4.436564069818043,4.229162354238006,3.7749850363763406,1
0,0.388421,0.178571,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.029851,1,1,0,0,0.0085,1e-05,4.889391443631975,4.183433496473055,4.152451088160575,5.49262223409138,3.6935095013039967,2.90459347560631,4.152693087754417,3.2640498926019696,4.64248615471995,3.871178236889589,4.103226118725677,3.750358162017942,3.2474508676903646,3.6462407017000054,4.085861220251676,5.35655853578731,2.8812227344914425,2.6985868130744235,2.937943579877989,3.904252144268653,3.8941242036904504,3.420016695438352,3.613687291377114,4.077561007588405,4.8439527504596,3.6796295478256558,3.6891509554459923,4.677293622615658,4.459444303970174,1
1,0.136541,0.081786,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.080351,0,0,0.104478,0,1,0,0,0.07,0.02384,3.6817588783520456,3.8702968458088667,2.2820458204271725,4.196885066483896,3.7718861249174007,2.341510312959203,3.2107815158851207,3.8157961546831816,4.460093211080687,2.218633125865942,2.7707988503922967,3.3719225370618857,3.8254718248814257,2.950280548794275,3.588080452023433,4.30483097392833,2.890087827965563,3.3916077610863815,2.170607230101606,3.5880847766866832,3.1263782330966143,3.0507481626466615,3.6652386379700377,3.3587316252167416,3.9288814776927965,2.5284995040072897,3.2691343348439426,3.4177082780632846,3.046434800785853,0
0,0.239398,0.026786,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001404,1,1,0,1,1,0,0,0.12,0,4.895767298715824,5.047468207845429,4.543620113883494,5.163517994893959,3.57102481877567,4.024519857729726,5.6663978293619115,3.5340709813374445,5.61953533783757,5.39813016197052,4.678190690947629,4.452862509319722,4.571680870895967,3.604591598960921,4.237788773678578,3.5106948173376504,5.292366535532901,2.495562304870467,3.1101377037104685,3.5725745646261435,3.9385561184563294,4.152466282588642,3.8786306932130263,4.880009503858893,5.120043289253197,4.023385152675705,4.34414824345322,5.661475941691345,3.497264674602011,1
1,0.058947,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0.043,0,4.619664957058356,6.26992492432583,5.015826604309485,5.492540080839727,3.6965465242009468,3.6987470631442885,5.91509328246209,4.406472124663551,6.071978800261472,6.100833238795912,4.714802038132764,3.6505101383086695,3.72742855238611,3.889460429520045,5.424564216013669,4.3134956027940285,5.037220079534943,3.10806474480823,4.805068350108536,3.417840886312893,5.402289388667654,4.821086881910131,4.692720509838004,5.2347511083491645,4.792092620238176,4.414573317152382,4.275344120798387,5.526361527507257,4.86582056776022,1
0,0.611579,0.017857,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.138947,0,1,0,1,1,0,0,0.09,0.00314,5.3093057646941615,5.3132450160421465,3.598519280473858,4.940438770068011,3.1112044906324847,3.3516382754243086,3.4930873360821346,4.096082486865202,5.472945678889869,5.06339825606571,3.2120504139317974,3.835005995701346,4.509158303910193,3.195359051340924,3.5988854509372414,3.381859150405449,5.028300808216051,3.0464587907844245,3.156972080681634,3.288679457579745,4.048064987600392,3.6460004743406285,4.568657636673877,5.648876370878163,4.64433138876032,2.6636244635624196,3.4075448564317385,4.817989147296449,3.009124230252462,0
0,0.195489,0.160714,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.087719,1,1,0,1,1,0,0,0.1,0.0121,5.3603435810676325,5.299854904451048,4.275748717729353,5.33955038324857,4.002675341608893,3.924747396239918,5.332628730373282,3.6204796679459657,5.548388577674367,5.144658943213284,5.0581108420384515,4.298837559114609,3.9346571656310476,3.8713485542395007,4.364238465128934,3.441752334929058,4.989869630279327,2.606907624875558,3.767870644791199,4.055226835578291,4.81573569098371,4.2969755644584025,4.099479969133908,5.156918149872122,5.150778727806389,4.613921080747427,4.574659683739435,5.657554445810956,3.6227580114072544,1
0,0.186767,0.029821,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.040877,1,1,0,1,1,0,0,0.05,0,5.1338990436685705,4.615469463916138,3.475522081238757,4.591381631168911,4.463821826777152,3.676682382556944,4.92707939750346,4.337891198813123,5.947363506320586,4.389498985673423,4.941446414982852,4.608097899238056,4.786634072050361,3.759332761690124,4.190446751432402,5.364716795764587,4.926284682732296,2.661110048531027,2.541898612490956,4.524596852558667,4.115363847833898,4.519684731990761,3.828970181350149,4.3484994763944185,5.604760748019121,3.708790029832143,4.533240275389978,4.354703494083404,3.5491201673428585,1
1,0.546316,0.447857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.080351,0,0,0.044776,0,1,0,0,0.078,0,3.3294660274152488,4.20666522948252,2.1821005812223238,4.076835148531364,4.687907005273062,2.830791181865789,4.596920003562634,3.5627620887249503,5.049879793804339,2.689302464294605,3.4886211288714932,3.537494760971784,3.565272373238383,2.7966484960154565,3.513432552950336,5.116844076876156,3.663987940805873,3.1890300773646585,2.4219757317070894,3.894681382168559,3.427115430563272,3.2822526204158007,4.3225836391279815,3.495372243782374,3.9440693675372094,3.5213489817512453,3.976556865745913,4.603828321112227,3.8836081275153576,0
1,0.642857,0.571429,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.223881,1,1,0,0,0,0.00247,4.240511050121713,5.687327692269446,3.885334139289228,4.896331276344744,5.3347639223332175,3.127104486230452,4.775906406688966,4.420300288376285,5.25862521604572,3.947587839642813,3.563760754960278,3.507355450876018,3.912040698823283,3.338502341920986,4.7389003574162425,5.561936131273515,2.642396164931309,3.8304723835692567,3.6447838237213515,4.073763998825654,5.12063411270506,4.162419793895648,4.333321461033881,4.3770337566940665,4.43513875006452,4.091028760036369,4.086655910139325,5.091468035430995,4.844146671476831,0
1,0.221805,0.035714,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.035088,0,0,0.029851,0,1,0,0,0.0835,0.005,2.9304881163441685,3.9001790267562813,2.173626922753889,3.858780440713342,4.258521825085144,2.5291441243406116,3.703732415197296,3.9293375908506465,4.608272285521819,1.7987672516741686,3.0139740684878538,3.983056501850955,3.58532954882402,2.599804980406278,3.1546924412880375,4.144966429119023,2.84229854432308,3.108101817835161,1.956252153436503,2.8299147741195454,2.9101836156153875,2.56470910533615,3.590604838974361,2.865298655752053,3.4597385140745356,2.739373100683235,3.1689536849858473,3.644648543646951,3.2702226481658094,1
0,0.136541,0.107143,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.045263,0,0,0.014925,1,1,0,0,0.13,0.008,3.713989577885215,3.741146983906838,2.664931802315357,3.6917129274116247,3.4266535877727247,2.483354502066708,3.3496481888186054,3.554411471230271,4.36243182178884,2.1996228610284034,2.6130315003160645,3.889681332508221,3.2300375367740846,2.1608344116454026,3.690494141001028,4.022343524015507,2.353152174089914,2.78672067639755,1.9389255872969777,2.6473829663304795,2.673990958767437,2.7350244393099357,3.0493354477072545,4.258486416654056,3.9369356695751727,2.5228248794143933,2.9854575311240583,3.949244153888484,3.3305082343111456,0
1,0.316992,0.044643,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.017544,1,1,0,0,1,0,0,0.08,0,4.413460349383273,5.626307893274189,4.128296201390515,5.739371671833436,3.3178038216486585,3.9459601423283983,4.7705432627258935,4.668700519114035,5.751206771049844,5.343975446365005,4.307967462741439,3.8792790085449305,3.464129312030105,4.110171186474311,4.880530526425435,3.371312491765871,5.65786134679156,3.6013656359070843,4.44082528176006,4.209834043972008,4.496267306455526,4.825948189542236,5.00481630193072,5.309317521757313,4.762504235655593,3.9013325657747813,4.147848582384238,5.632092116793397,3.652882312497805,1
1,0.100301,0.375,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.077,0.00032,5.165486315586256,5.817046889791587,3.757515833825243,5.950315664851702,3.4242685906962773,3.7602651958714572,4.935413144255798,3.92737600461187,5.182769924322162,5.400255935572382,4.687855558022086,3.5170847579263107,4.096156344985736,4.041451687839142,5.088090311436591,3.720111236550213,5.973939348713121,3.032239189145959,4.772779349811685,3.909969096433178,4.479023355840126,5.015944549156787,4.7303522635881645,5.541683647012396,4.487847570763324,4.114558291321655,4.46240154213796,5.45072178125222,4.093971828073891,1
1,0.577744,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,5.340677642684097,6.151015404933181,5.544439907536026,6.8406703056121145,3.585519166899884,3.6890364470790455,5.3192270479953025,4.23759889609765,5.734216623341968,6.29844184161218,5.3937389111206935,4.192303465179906,3.9245110509549095,4.3918365624774065,5.09484714055133,4.292253336479403,5.371508768903926,3.1915210531285463,5.162699366411934,3.1873166091467455,5.65516833623132,4.660951582404138,5.280244264349811,5.187218577454973,5.097504342962181,4.631145414181393,4.380830015520872,6.176427879208961,5.132651161226318,1
0,0.14782,0.063929,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.018947,1,1,0,0,1,0,0,0.068,1e-05,3.9096825300678537,3.8600030628986866,2.773146931353129,3.6478856407355766,4.822105922364577,3.0747128116365334,5.273659790592252,3.8098367574120275,5.331812884594831,3.8867688440163364,4.348093902076888,4.3926893645880245,3.824365612145638,3.1599682877959636,3.3810943497988406,4.7273278887573325,3.8778551461827484,2.3760674581646484,1.7822900106285133,4.662472301474514,2.802165545002315,3.7995779968548367,3.264638116955397,2.9619044273033026,4.822254088006066,3.48351377936527,3.8791988971523894,4.562833470922092,3.234469165158034,1
0,0.152932,0.02375,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.005789,1,1,0,1,1,0,0,0.05,0,4.840741228117137,4.437976160168991,3.4612577953977315,4.548010752781757,4.8404454581651155,3.487876833649956,5.277419895068474,3.9177679770600444,5.743452869602906,4.1113252407173855,4.709824250381666,4.916439248688903,4.7781601239879485,3.451784554772421,4.233830518192722,5.119388646024837,4.3998674025663185,2.6491283988786147,1.9501155513958544,4.880671956864364,3.484119398952907,4.012627261767324,3.817534410445088,3.866161332335905,5.459866720958144,3.9528442050197525,4.454932526071298,4.786827195272309,3.574523514989813,0
0,0.467368,0.25,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.057018,1,1,0,1,1,0,0,0.08,2e-05,5.020690090024598,5.285228467468126,4.736243626582069,5.5526328386232136,3.941776043681773,4.275091239108571,5.937486705759911,3.8255364377280645,5.835681791579179,5.710375125269151,4.849504962012347,4.5766351804718886,4.813919482679252,3.8647266017660025,4.293735921601272,3.753913690516938,5.369159794345223,2.7637915076416806,3.28962922254218,3.826608003478552,4.192141790829359,4.502772554155776,4.133188040476809,5.14159417583046,5.431994245429102,4.343174790796661,4.5876041405245305,6.00831829028972,3.691748391884004,1
0,0.142857,0.142857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.008772,0,1,0,0,1,0,0,0.08,0,3.8793904887764277,3.8246094025179995,1.8984707412854496,2.813901350912981,4.981503475227807,2.3205587374566123,3.9309143754183538,3.486223966961372,4.465293883105436,2.754021632280368,3.7060974832029063,3.974725357153336,2.943605156963599,2.8624609609658265,2.68705740916994,3.8192963158970437,2.668945661520951,2.284909148682826,2.0525039687534194,4.227872845019643,3.4380323400942414,2.982046623927245,3.171452534820169,2.9015623764562157,3.8172902233678068,3.133850649384071,3.509916545446318,4.153790247537457,2.509907747320228,0
0,0.43609,0.107143,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.035088,0,1,0,1,1,0,0,0,0.002,4.370928970718928,4.79076609619179,2.6868752338748845,4.364929850486592,4.6717144493485625,3.3443281487931085,3.3583356892905143,4.579033093583374,5.556515043800975,2.672353626373806,3.780437766044992,4.991534324494123,3.292679925876328,3.623923295469453,3.8345085091081517,4.050398725300076,3.3515984813434523,3.298618959041358,2.8226929189719567,4.430522639887398,4.357767216803231,3.3721273301153847,4.711253642603831,4.774690589958846,4.481455361918918,3.6265220101996407,3.892235492657069,4.543311829789638,3.0094110754988046,1
1,0.186767,0.071429,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.138,1e-05,3.857819139999237,5.135498991549484,2.570003167539272,4.397720488611979,4.691630461979649,2.7410858367888804,5.044550931350386,5.305147115481009,5.693797274325367,4.498893451591095,4.014913019732555,4.57598416287737,3.3050761534932342,3.682839186496705,5.335654158348803,5.8537002179474955,4.065262732368042,4.005009760475822,3.0513506380087687,5.417014183958994,4.0818438487867645,4.562486827073658,4.496845104330269,3.351542933342293,4.9382190520894165,4.121128074424371,4.4481878796982715,3.9671803860953565,4.586950790699162,1
