@relation credit-a

@attribute X1_f1 numeric
@attribute X1_f2 numeric
@attribute X1_f3 numeric
@attribute X1_f4 numeric
@attribute X1_f5 numeric
@attribute X1_f6 numeric
@attribute X1_f7 numeric
@attribute X1_f8 numeric
@attribute X1_f9 numeric
@attribute X1_f10 numeric
@attribute X1_f11 numeric
@attribute X1_f12 numeric
@attribute X1_f13 numeric
@attribute X1_f14 numeric
@attribute X1_f15 numeric
@attribute X2_f1 numeric
@attribute X2_f2 numeric
@attribute X2_f3 numeric
@attribute X2_f4 numeric
@attribute X2_f5 numeric
@attribute X2_f6 numeric
@attribute X2_f7 numeric
@attribute X2_f8 numeric
@attribute X2_f9 numeric
@attribute X2_f10 numeric
@attribute class {-1,1}

@data
0.0,0.4206349206349206,0.7678571428571429,0.0,0.0,0.8461538461538461,0.625,0.7017543859649122,0.0,0.0,0.1641791044776119,1.0,0.0,0.0,0.012,2.469275230076197,2.7806803975388945,2.380272535452222,2.7683127261556697,2.04956268297486,3.0607573447413845,3.017900733982371,3.143404829791021,2.9146214232510816,1.5411994424652256,-1
0.0,0.3015873015873015,0.0833928571428571,0.0,0.0,0.0769230769230769,0.125,0.2017543859649122,1.0,1.0,0.0,0.0,0.0,0.146,0.0,0.905674022264162,1.1698479030396745,1.2709885378972834,1.331804452705637,1.751097852294106,1.261797414336357,1.34989951146998,1.4104280442553685,1.5805105507707813,1.987242822455084,1
0.0,0.0595238095238095,0.7857142857142857,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.225,1.0,4.051657611393848,4.873574406049095,3.7588044828871823,4.104017378861651,3.2789315111819834,4.797981058771341,4.039660109209104,4.934930408169159,5.074116856430746,4.647371138421337,-1
0.0,0.3346031746031745,0.0892857142857142,0.5,0.5,0.6923076923076923,0.0,0.1052631578947368,1.0,1.0,0.0,1.0,1.0,0.1,0.0,2.751402443471408,4.2325060241322525,3.3235566015129434,2.970026476362212,3.924614851441223,3.572451101794039,4.042985733270289,4.291441046994652,3.328711023391784,3.5546239729273044,1
0.0,0.34,0.1607142857142857,0.0,0.0,0.7692307692307693,0.125,0.2017543859649122,1.0,1.0,0.0,0.0,1.0,0.3555,0.0,2.196350358029165,2.747991536209815,2.078903123089844,2.2027488116927567,2.83229664907078,2.15764025530739,2.8022130545248296,3.2325823679483774,3.137808585052124,3.263098817783586,-1
0.0,0.2949206349206349,0.2678571428571428,0.0,0.0,0.8461538461538461,0.25,0.0556140350877192,0.0,1.0,0.0,0.0,1.0,0.21,0.0,1.995172663145253,2.5237654340154534,1.9675576741602097,1.982843655316071,2.325439088583197,1.5548848334929026,2.153512519340281,2.8478638481697827,2.3475288813162978,2.539069246354862,1
1.0,0.5344444444444445,0.1071428571428571,0.0,0.0,0.7692307692307693,0.0,0.4868421052631579,0.0,0.0,0.0298507462686567,0.0,0.0,0.2595,0.01704,1.8272872823957396,2.3521488356333045,1.6243641064699117,1.3331975829915303,1.1888364465059291,1.449477684188854,1.517881556889313,2.3543557217976208,1.4844592007654498,1.3614919573943445,-1
0.0,0.3028571428571428,0.0892857142857142,0.0,0.0,0.1538461538461538,0.125,0.0964912280701754,0.0,0.0,0.0895522388059701,1.0,0.0,0.08,0.02072,0.885848659348329,1.3620904676548264,1.285447177422387,1.2418436665198953,1.1958645050944423,1.4547652160088966,1.5129471492063864,1.3787912993816431,0.8678459624227254,0.478203747735332,-1
0.0,0.0701587301587301,0.0878571428571428,0.0,0.0,0.0,0.5,0.0336842105263157,1.0,0.0,0.0298507462686567,0.0,0.0,0.08,0.00587,0.3942459119438806,0.6568753526557417,0.4099870813897853,0.7177316530408246,0.6170493545272712,1.0323029874122152,0.8057707067482018,0.6285101097457665,1.547679811165545,1.018503755044392,1
0.0,0.0753968253968253,0.0714285714285714,0.0,0.0,0.2307692307692307,0.0,0.0526315789473684,0.0,0.0,0.0298507462686567,1.0,0.0,0.06,0.003,0.663210696357722,1.1332620430693194,1.1125326513149951,1.0695555997235255,1.010288808760307,1.2232681874758502,1.2827354741810777,1.1570603168949525,0.5461739355778562,0.4250131075068418,-1
1.0,0.3623809523809523,0.0103571428571428,0.0,0.0,1.0,0.875,0.0,1.0,0.0,0.1492537313432835,1.0,0.0,0.1,0.00018,2.0175042327916017,3.7851037241668792,2.676452947218512,2.7402027183367808,2.234968651446908,3.195476032300076,2.5527059012458766,3.101485254531009,2.909411896739297,2.6470474659215517,1
0.0,0.1904761904761904,0.0178571428571428,0.0,0.0,0.0,0.0,0.0512280701754385,0.0,0.0,0.0746268656716417,0.0,0.0,0.156,0.0,0.3322168423616833,0.2415684186716776,0.2240399472206921,0.1565592075210619,0.1919924646813109,0.194784874925684,0.2854225246101395,0.3450757656594987,0.3315369503448863,0.0874937774485585,-1
0.0,0.238095238095238,0.0535714285714285,0.5,0.5,0.0,0.0,0.0526315789473684,0.0,1.0,0.0,0.0,0.0,0.0,0.00225,1.0524834997001278,1.5435161798090584,1.557606115220244,1.065878363999734,1.5223734602337011,1.0988934949523086,1.0523793853392245,1.4780785784671713,0.7994308662748272,1.2796145934534222,1
1.0,0.1111111111111111,0.3660714285714285,0.0,0.0,0.6153846153846154,0.0,0.0249122807017543,0.0,0.0,0.0298507462686567,0.0,0.0,0.0245,0.0,1.1392650064806529,1.78358008150972,1.3103271777874534,0.694737960707701,0.682554754266076,0.6650838261903771,0.7622256239113595,1.4645083070104024,0.8784229002605808,1.2935777094165888,-1
0.0,0.4153968253968254,0.2217857142857142,0.0,0.0,0.6153846153846154,0.0,0.0014035087719298,0.0,0.0,0.0149253731343283,1.0,0.0,0.1,0.003,1.4331032000242627,1.8363615775412596,1.421852701033025,1.4043327387986475,1.3095640221805065,1.6377599587919454,1.8174831255921464,1.8145743746914624,1.140620957285062,0.7842497968323467,-1
0.0,0.1071428571428571,0.3571428571428571,0.5,0.5,0.0,0.0,0.087719298245614,0.0,1.0,0.0,1.0,1.0,0.02,0.0,1.856217969197484,3.155072312724578,3.0581021100621446,2.214049101996706,3.2697443470941443,2.377446584219889,3.1279036222473477,3.340487745778899,2.111181783485593,2.379846454902757,-1
0.0,0.2896825396825397,0.0625,0.5,0.5,0.8461538461538461,0.125,0.0014035087719298,0.0,1.0,0.0,0.0,0.0,0.1965,0.0,1.9983675356944468,2.481880492837103,1.958727583997612,1.7999551013873747,1.7490266852414984,1.8010611973510604,1.5687344580648817,2.412585044160957,1.59520522534287,1.897266136809741,-1
0.0,0.5330158730158729,0.2321428571428571,0.0,0.0,0.0,0.0,0.0350877192982456,1.0,1.0,0.0,0.0,0.0,0.0,0.00228,0.9884771527192492,1.2264003588949626,1.2382112848051017,1.0620399636904665,1.7805662703386738,1.0728969958283772,1.367117523267486,1.2961966403068852,1.49060578774969,1.982174005291413,1
0.0,0.1388888888888889,0.0044642857142857,0.5,0.5,0.3846153846153846,0.0,0.0043859649122807,1.0,1.0,0.0,1.0,0.0,0.1,0.0007,1.7435403237525209,2.896023918015549,2.644394190450808,2.319487742122859,2.802479446941279,2.80172174308637,2.652370962757379,2.771305655311626,1.98254868293983,2.530913033252235,1
0.0,0.4034920634920635,0.0610714285714285,0.0,0.0,0.7692307692307693,0.0,0.0043859649122807,0.0,0.0,0.0746268656716417,0.0,0.0,0.24,0.0,1.3150079989556784,1.182148456670542,0.5816437851251748,0.7433768506190358,0.4759840256946329,0.8320216261815964,0.8516691628594791,1.2248081262456476,1.0195251750591847,0.6515589229090357,-1
0.0,0.2526984126984127,0.0267857142857142,0.5,0.5,0.0,0.0,0.0014035087719298,1.0,1.0,0.0,1.0,0.0,0.12,0.0,1.4984471634605077,2.6334603780406285,2.581387164538061,2.0769349079142296,2.798323494199943,2.576595878630293,2.58004074205412,2.544255965984367,1.8529637302705773,2.291132309283572,1
0.0,0.086031746031746,0.3392857142857143,0.0,0.0,0.6923076923076923,0.0,0.0526315789473684,0.0,1.0,0.0,1.0,0.0,0.06,0.02206,1.459133266887925,2.0526786670999115,2.220586698799975,2.1136226574819688,2.1230958846683943,1.767150964574496,1.9132644306414908,2.199592328340705,1.1467901295821012,1.8607976717136687,-1
1.0,0.0357142857142857,0.0058928571428571,0.0,0.0,0.9230769230769232,0.0,0.0350877192982456,1.0,0.0,0.0298507462686567,0.0,0.0,0.16,1e-05,1.35084391935731,2.2047708042287097,1.326124444935353,1.109325203873495,1.0552370864154963,1.415392303259392,1.2051569994546214,1.843364968280117,1.603625291767424,2.13674845691932,1
1.0,0.0925396825396825,0.02375,0.0,0.0,0.6923076923076923,0.0,0.0584210526315789,1.0,1.0,0.0,1.0,0.0,0.11,5e-05,1.5574247405413897,3.1837798191543154,2.953399672188552,2.427667144523035,2.826795341406996,2.384287894294386,2.3306875496235806,2.8774228092117755,1.7251130623829578,3.142254376566642,1
0.0,0.0992063492063492,0.0446428571428571,0.5,0.5,0.3846153846153846,0.0,0.0043859649122807,1.0,1.0,0.0,1.0,0.0,0.07,4e-05,1.7222539205098948,2.872023090374774,2.6428325014341723,2.306932051264772,2.786960957392619,2.783112964108644,2.636092965199658,2.7433986206397094,1.9738891231350848,2.5480004099069777,1
0.0,0.4603174603174603,0.1071428571428571,0.0,0.0,0.2307692307692307,0.25,0.0350877192982456,0.0,1.0,0.0,1.0,0.0,0.0,0.002,1.1344917424817478,1.941830194231007,2.0847577613206374,1.986978331700375,2.1896357037680083,1.7240101683560798,1.8021723440663189,1.9162601875767729,1.06426984436324,1.473532892435952,1
0.0,0.3147619047619047,0.0982142857142857,0.0,0.0,0.4615384615384615,0.0,0.1491228070175438,0.0,0.0,0.0895522388059701,1.0,0.0,0.102,0.0,1.2216956560093746,1.6278737483616643,1.3807119270525845,1.397948361195757,1.2858835903331662,1.6372862735699891,1.7106292606263518,1.6855478659583791,1.000894883549185,0.6626572908225352,-1
1.0,0.2209523809523809,0.0728571428571428,0.0,0.0,0.6923076923076923,0.0,0.0087719298245614,1.0,1.0,0.0,0.0,0.0,0.09,0.0005,1.4284404110237805,2.512747855978148,2.097207023927997,1.610132588743337,2.0379665087269623,1.4676381679713066,1.4312839118323355,2.190150273925307,1.6217455839318575,2.980802079429985,1
0.0,0.1495238095238095,0.3973214285714285,0.0,0.0,0.7692307692307693,0.125,0.0161403508771929,0.0,0.0,0.0149253731343283,1.0,0.0,0.05,0.0,1.4584265749778484,1.874905072821662,1.5185072092532788,1.5792333011758524,1.2578287261963188,1.7333416383283482,1.8162960205968912,1.8775918849146456,1.3276136101780114,0.9899814159835711,-1
0.0,0.1468253968253968,0.0223214285714285,0.5,0.5,0.9230769230769232,0.0,0.0043859649122807,0.0,1.0,0.0,1.0,0.0,0.09,1e-05,2.104683019258089,3.128550192000409,2.721915357133397,2.489231276422024,2.4835951862638663,2.622800910216676,2.380968918536212,2.97948187852554,1.5009231418627802,2.0749883731144947,1
1.0,0.4298412698412698,0.3571428571428571,0.0,0.0,0.6153846153846154,0.125,0.0614035087719298,0.0,1.0,0.0,1.0,0.0,0.0145,0.00837,1.816670355541385,3.267359312621148,3.139551087154405,2.3621098817003325,2.678932317877693,2.041287143665357,2.237053598664388,2.9541192531949783,1.4499561321784653,2.494405742470548,-1
1.0,0.1468253968253968,0.0655357142857142,0.0,0.0,0.3076923076923077,0.375,0.0,1.0,0.0,0.0149253731343283,1.0,0.0,0.1,0.00053,1.100572633947351,2.660790654256445,2.1658838982988597,1.7636721401293036,1.8776369026513988,2.176842686812963,2.0153758307261764,2.1939608670143547,1.83083914304958,2.00983018488557,1
1.0,0.4219047619047619,0.2692857142857143,0.5,0.5,0.6153846153846154,0.125,0.2807017543859649,0.0,0.0,0.208955223880597,1.0,0.0,0.0,0.023,2.4498765047441933,3.928844277134405,3.1322499816489047,2.221852645770635,2.292955561518102,2.9317527730438813,2.7484396478024777,3.4417675864388206,2.0527405535806,1.8767128252806649,-1
1.0,0.0912698412698412,0.0058928571428571,0.0,0.0,0.6153846153846154,0.0,0.0014035087719298,1.0,1.0,0.0,0.0,0.0,0.19,0.0,1.236495338841736,2.3171983837512213,2.035627756784764,1.5424750031532195,1.9363000984588816,1.34138967012515,1.2829914794389208,2.063777542534917,1.4907139951109207,2.8882631026151677,1
0.0,0.1507936507936507,0.0535714285714285,0.0,0.0,0.6153846153846154,0.0,0.0833333333333333,0.0,0.0,0.044776119402985,0.0,0.0,0.0,0.00582,0.8382371794359752,0.7834445338500912,0.3426886653369298,0.5652332454015657,0.2932706239062836,0.6390188007016152,0.5331843463932371,0.770060765203364,0.61524127150699,0.4994170155866741,-1
0.0,0.5304761904761905,0.2083928571428571,0.0,0.0,0.6923076923076923,0.0,0.1929824561403508,1.0,1.0,0.0,1.0,0.0,0.2325,0.0015,2.076082733862095,2.7415911554036008,2.5122594321305374,2.561176201759756,2.891282130472387,2.689679117363421,2.9152876159458563,2.9689098348194918,2.357221552595212,2.666020698458272,1
0.0,0.786984126984127,0.0192857142857142,0.0,0.0,0.0,0.0,0.0205263157894736,0.0,0.0,0.044776119402985,0.0,0.0,0.09,0.0,0.7969043477623858,0.7200253093110179,0.3436065904798653,0.2305150579399182,0.5072003004339328,0.440819076939392,0.6977085428556603,0.6811526055335073,0.6396400395602456,0.1040008373428909,1
1.0,0.6957142857142857,0.0714285714285714,0.0,0.0,1.0,0.875,0.2280701754385964,1.0,0.0,0.0149253731343283,1.0,0.0,0.0,0.0001,2.3371395346522523,4.070470128114184,2.7556379808917764,2.944875345111031,2.531669479931957,3.522528559281522,3.0173141575353344,3.4622972172951187,3.19486597328524,2.639835077310314,1
0.0,0.4655555555555555,0.0133928571428571,0.5,0.5,0.0,0.0,0.0131578947368421,0.0,0.0,0.1194029850746268,0.0,0.0,0.15,0.00162,1.202090097470831,1.414022303598703,0.9418304321270898,0.4880662104170841,0.7412303833359485,1.0672475951575364,1.0409371340300686,1.2746858340128553,0.9987643859424437,0.3774096977812587,-1
0.0,0.238095238095238,0.0416071428571428,0.0,0.0,0.3846153846153846,0.0,0.0175438596491228,0.0,1.0,0.0,1.0,1.0,0.14,0.0,1.5162608207746366,2.5948324048368363,2.433211160093732,2.154473666151526,2.9055665820014887,1.8787299876851855,2.6010484512283374,2.84431302227163,1.6712967686787892,2.225053176595553,1
0.0,0.1904761904761904,0.0267857142857142,0.0,0.0,0.0,0.25,0.0087719298245614,0.0,1.0,0.0,1.0,0.0,0.1745,0.00023,0.6874952512143565,1.4803794209102843,1.951013355166707,1.7842456490771452,1.970226546908197,1.401338442747047,1.4766889836009254,1.590986976066653,0.7735215255660284,1.2619639398912148,-1
1.0,0.1123809523809523,0.0178571428571428,0.5,0.5,0.8461538461538461,0.75,0.0350877192982456,1.0,1.0,0.0,1.0,0.0,0.13,0.0,2.3636652441939776,4.619178891180137,3.856645495129095,3.4342683869054897,3.3615775217898576,3.764349555091041,3.087202838672068,3.995480062443921,3.052281741323476,3.643581743658876,1
0.0,0.0992063492063492,0.3944642857142857,0.0,0.0,0.0,0.0,0.0701754385964912,1.0,1.0,0.0,0.0,0.0,0.068,0.0,0.7724691815079529,0.9344609358236377,1.2518363377580943,1.0419633938852284,1.6073481188859196,0.9151377680299289,1.206102476618415,1.1767636905655516,1.436493377084345,2.050870322877577,1
0.0,0.2142857142857142,0.0566071428571428,0.0,0.0,0.1538461538461538,0.125,0.0643859649122807,0.0,0.0,0.1791044776119403,0.0,0.0,0.2915,0.00713,0.6770792259303008,0.556461765525352,0.4962063039864082,0.4670916360301113,0.3241258984191134,0.4893854545268883,0.5050518613485177,0.7143091227718205,0.7685462538497949,0.3215314116870678,-1
1.0,0.1706349206349206,0.0371428571428571,0.5,0.5,1.0,0.875,0.0175438596491228,0.0,0.0,0.044776119402985,1.0,0.0,0.09,0.00147,2.255807234025556,4.215923869015779,3.07173157844876,2.7661212748957515,2.0726079888502014,3.2492232462229067,2.461910066393125,3.4492552317947283,2.4211529176354145,2.004061939826631,1
0.0,0.1534920634920635,0.0357142857142857,0.0,0.0,0.0,0.0,0.0175438596491228,1.0,1.0,0.0,0.0,1.0,0.14,0.0,0.9936012365248262,1.6641852104751813,1.4846949540289611,1.2710374266812274,2.3656080030270443,1.197076872483708,1.907501841346556,1.9659608069561625,2.014533327591021,2.5938969117358552,1
0.0,0.1361904761904761,0.3928571428571428,0.0,0.0,0.6923076923076923,0.0,0.0701754385964912,0.0,0.0,0.0149253731343283,1.0,0.0,0.04,0.00278,1.3879013917503766,1.742119951543817,1.4651193444373332,1.4631279888703548,1.2453465231126195,1.636570689026425,1.7933156722978645,1.8033103899577696,1.174947488567565,0.9159159259442492,-1
0.0,0.3492063492063492,0.08625,0.0,0.0,0.6923076923076923,0.0,0.0043859649122807,1.0,0.0,0.0298507462686567,1.0,0.0,0.11,1e-05,1.5359034803896037,2.1106118268752594,1.4576000820874877,1.646217906660141,1.6901909562795236,2.2332281035878143,2.254825928567945,2.033929715359426,1.860250734047206,1.5948104175443871,1
1.0,0.2036507936507936,0.0907142857142857,0.5,0.5,1.0,0.875,0.0,1.0,1.0,0.0,0.0,0.0,0.09,0.0006,2.368558733407636,4.1315267059344345,3.087380053532181,2.830086019244197,2.612727067164758,3.045002255607108,2.271365798484445,3.4638815136138827,3.160179726716333,3.6226585042057575,1
0.0,0.246031746031746,0.5282142857142856,0.0,0.0,0.9230769230769232,0.0,0.1768421052631578,0.0,0.0,0.0746268656716417,0.0,0.0,0.084,0.0,1.6720207640039573,1.3853368718889816,0.8683895990417537,0.9843836752839034,0.6372981376248487,1.0734647038352885,1.2262515969673746,1.5701866344648154,1.471198184690448,1.0154497568131051,-1
1.0,0.2353968253968253,0.1339285714285714,0.0,0.0,0.0,0.0,0.0087719298245614,1.0,0.0,0.0149253731343283,0.0,0.0,0.02,0.00154,0.6400415805192681,1.4980600650016007,1.0896833301255473,0.4452689198315609,0.9805341142476492,0.8060439039508895,0.9229922299600386,1.1165842743138312,1.1605292912060232,1.573887332111552,1
0.0,0.2844444444444444,0.0296428571428571,0.0,0.0,0.7692307692307693,0.0,0.0468421052631578,0.0,0.0,0.1194029850746268,0.0,0.0,0.1515,0.0329,1.2068050518815985,1.0903904007451826,0.5383967507976423,0.7580505592778213,0.4191307619461913,0.8489856323817179,0.7440258863841356,1.1076704684112728,0.9067321081736152,0.67075132441894,-1
0.0,0.1111111111111111,0.1816071428571428,0.5,0.5,0.3076923076923077,0.0,0.0101754385964912,1.0,1.0,0.0,1.0,0.0,0.07,0.00184,1.7630991744701796,2.860157360886486,2.711374619099827,2.2813843791049107,2.824383046475221,2.7548779332927857,2.7143330186979218,2.7775316958603744,2.0719534928927974,2.5758270384934656,1
0.0,0.148095238095238,0.0,0.0,0.0,0.3846153846153846,0.0,0.0350877192982456,1.0,0.0,0.1641791044776119,1.0,1.0,0.0,0.0,1.4643309137202234,2.480053721477097,1.7356596125643755,1.6912360126823551,2.3752389801880764,2.316918406069762,2.800212770049288,2.508381965945381,2.3454945734939803,2.1414741096242613,1
1.0,0.2328571428571428,0.125,0.0,0.0,0.6923076923076923,0.0,0.029298245614035,0.0,1.0,0.0,1.0,1.0,0.14,0.0,2.0103753348755538,3.8576313310231,3.3918691861784027,2.536128629202349,3.347976669220737,2.2002839542428987,2.8928003017234696,3.7358861902910094,1.96342224066116,3.1195790628590534,-1
0.0,0.1812698412698413,0.1071428571428571,0.0,0.0,0.0,0.0,0.043859649122807,1.0,0.0,0.0149253731343283,1.0,0.0,0.0,0.00022,0.6887140550996453,1.2933547224710709,1.1516798163922788,1.115055461933002,1.4563656600194668,1.6657568077084706,1.7886739996354624,1.2619168111761152,1.2800662380948815,1.1106198031152066,1
1.0,0.1098412698412698,0.0655357142857142,0.0,0.0,0.6153846153846154,0.0,0.0731578947368421,0.0,0.0,0.0746268656716417,1.0,0.0,0.11,0.02503,1.2698533928826268,2.5050621460096374,2.117018482497873,1.5533677480375907,1.4891808882762814,1.6619667848533908,1.61758514067188,2.156643944868052,0.8962091256155005,1.3702563641614416,-1
0.0,0.3226984126984126,0.0028571428571428,0.5,0.5,0.4615384615384615,0.25,0.0014035087719298,0.0,0.0,0.0149253731343283,0.0,0.0,0.14,0.02,1.4553754363503169,1.797424796904595,1.025861266918705,0.9610323420945012,0.7479907408033561,1.4652692306213662,1.1650945064144425,1.597486163477927,1.3542280412613286,0.670495299665461,-1
1.0,0.0661904761904762,0.3646428571428571,0.0,0.0,1.0,0.875,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0005,2.025272116858404,3.9556379066001246,3.4544989145457725,3.3240868870841864,3.0511310262297084,3.1804667066691588,2.7255863082330847,3.4525257989933493,2.964222790987964,3.703307900311434,1
